date,hour,temperature_c,humidity_pct,wind_speed_ms,visibility_10m,dew_point_c,solar_radiation_mjm2,rainfall_mm,snowfall_cm,holiday,functioning_day,month,day_of_week,season_Autumn,season_Spring,season_Summer,season_Winter,rented_bike_count
2017-12-03,22,4.3,89,1.8,201,2.6,0.0,0.0,0.0,0,1,12,6,0,0,0,1,350
2017-12-03,23,3.9,90,1.3,194,2.4,0.0,0.0,0.0,0,1,12,6,0,0,0,1,303
2017-12-04,0,4.2,88,0.6,216,2.3,0.0,0.0,0.0,0,1,12,0,0,0,0,1,285
2017-12-04,1,4.3,87,0.5,221,2.3,0.0,0.0,0.0,0,1,12,0,0,0,0,1,186
2017-12-04,2,4.4,87,1.8,207,2.4,0.0,0.0,0.0,0,1,12,0,0,0,0,1,112
2017-12-04,3,3.6,85,2.3,206,1.3,0.0,0.0,0.0,0,1,12,0,0,0,0,1,65
2017-12-04,4,2.8,89,1.5,130,1.1,0.0,0.0,0.0,0,1,12,0,0,0,0,1,41
2017-12-04,5,2.0,83,2.7,253,-0.5,0.0,0.0,0.0,0,1,12,0,0,0,0,1,82
2017-12-04,6,1.2,76,3.7,371,-2.5,0.0,0.1,0.0,0,1,12,0,0,0,0,1,200
2017-12-04,7,0.2,68,3.4,702,-5.0,0.0,0.0,0.0,0,1,12,0,0,0,0,1,498
2017-12-04,8,-0.8,69,3.5,954,-5.7,0.01,0.0,0.0,0,1,12,0,0,0,0,1,937
2017-12-04,9,-1.5,47,4.2,1888,-11.3,0.22,0.0,0.0,0,1,12,0,0,0,0,1,509
2017-12-04,10,-1.1,40,4.5,2000,-13.0,0.64,0.0,0.0,0,1,12,0,0,0,0,1,311
2017-12-04,11,-0.5,41,4.1,1799,-12.1,0.94,0.0,0.0,0,1,12,0,0,0,0,1,379
2017-12-04,12,-0.3,38,4.8,1823,-12.9,1.11,0.0,0.0,0,1,12,0,0,0,0,1,393
2017-12-04,13,0.0,30,5.4,1938,-15.5,1.17,0.0,0.0,0,1,12,0,0,0,0,1,391
2017-12-04,14,0.1,27,4.5,2000,-16.7,1.09,0.0,0.0,0,1,12,0,0,0,0,1,338
2017-12-04,15,-0.1,25,5.8,2000,-17.8,0.88,0.0,0.0,0,1,12,0,0,0,0,1,341
2017-12-04,16,-0.2,23,4.7,2000,-18.8,0.55,0.0,0.0,0,1,12,0,0,0,0,1,375
2017-12-04,17,-1.3,26,5.3,2000,-18.3,0.18,0.0,0.0,0,1,12,0,0,0,0,1,515
2017-12-04,18,-2.1,29,3.9,2000,-17.7,0.0,0.0,0.0,0,1,12,0,0,0,0,1,807
2017-12-04,19,-2.9,32,3.2,2000,-17.3,0.0,0.0,0.0,0,1,12,0,0,0,0,1,568
2017-12-04,20,-3.6,38,3.0,2000,-15.8,0.0,0.0,0.0,0,1,12,0,0,0,0,1,398
2017-12-04,21,-4.6,43,4.5,2000,-15.3,0.0,0.0,0.0,0,1,12,0,0,0,0,1,397
2017-12-04,22,-5.3,45,2.5,2000,-15.3,0.0,0.0,0.0,0,1,12,0,0,0,0,1,353
2017-12-04,23,-5.8,44,2.4,2000,-16.1,0.0,0.0,0.0,0,1,12,0,0,0,0,1,248
2017-12-05,0,-6.1,42,2.6,2000,-16.9,0.0,0.0,0.0,0,1,12,1,0,0,0,1,216
2017-12-05,1,-6.5,41,2.8,2000,-17.6,0.0,0.0,0.0,0,1,12,1,0,0,0,1,198
2017-12-05,2,-6.8,41,2.5,2000,-17.8,0.0,0.0,0.0,0,1,12,1,0,0,0,1,124
2017-12-05,3,-6.9,39,2.0,2000,-18.5,0.0,0.0,0.0,0,1,12,1,0,0,0,1,62
2017-12-05,4,-7.2,34,3.0,2000,-20.4,0.0,0.0,0.0,0,1,12,1,0,0,0,1,42
2017-12-05,5,-7.4,33,2.6,2000,-20.9,0.0,0.0,0.0,0,1,12,1,0,0,0,1,82
2017-12-05,6,-7.4,34,3.2,2000,-20.6,0.0,0.0,0.0,0,1,12,1,0,0,0,1,172
2017-12-05,7,-7.5,33,2.2,2000,-21.0,0.0,0.0,0.0,0,1,12,1,0,0,0,1,381
2017-12-05,8,-8.1,36,1.6,2000,-20.5,0.01,0.0,0.0,0,1,12,1,0,0,0,1,812
2017-12-05,9,-7.6,31,1.3,1974,-21.8,0.21,0.0,0.0,0,1,12,1,0,0,0,1,462
2017-12-05,10,-5.5,26,2.8,1967,-22.0,0.64,0.0,0.0,0,1,12,1,0,0,0,1,269
2017-12-05,11,-3.9,25,0.0,1959,-21.0,0.0,0.0,0.0,0,1,12,1,0,0,0,1,334
2017-12-05,12,-2.3,25,0.0,1962,-19.7,0.0,0.0,0.0,0,1,12,1,0,0,0,1,321
2017-12-05,13,-1.6,27,0.0,1955,-18.2,0.0,0.0,0.0,0,1,12,1,0,0,0,1,325
2017-12-05,14,-1.1,28,0.0,2000,-17.3,0.0,0.0,0.0,0,1,12,1,0,0,0,1,334
2017-12-05,15,-0.7,28,0.0,2000,-16.9,0.0,0.0,0.0,0,1,12,1,0,0,0,1,353
2017-12-05,16,-0.5,30,0.0,2000,-16.0,0.0,0.0,0.0,0,1,12,1,0,0,0,1,435
2017-12-05,17,-1.6,35,0.0,2000,-15.1,0.0,0.0,0.0,0,1,12,1,0,0,0,1,529
2017-12-05,18,-2.6,40,0.0,2000,-14.4,0.0,0.0,0.0,0,1,12,1,0,0,0,1,789
2017-12-05,19,-3.2,45,0.0,2000,-13.5,0.0,0.0,0.0,0,1,12,1,0,0,0,1,597
2017-12-05,20,-3.5,46,0.0,2000,-13.4,0.0,0.0,0.0,0,1,12,1,0,0,0,1,418
2017-12-05,21,-3.7,47,0.0,2000,-13.3,0.0,0.0,0.0,0,1,12,1,0,0,0,1,415
2017-12-05,22,-2.8,49,0.0,2000,-12.0,0.0,0.0,0.0,0,1,12,1,0,0,0,1,393
2017-12-05,23,-2.5,59,0.0,1210,-9.4,0.0,0.0,0.0,0,1,12,1,0,0,0,1,244
2017-12-06,0,-2.8,77,0.0,331,-6.2,0.0,0.1,0.1,0,1,12,2,0,0,0,1,145
2017-12-06,1,-3.0,79,0.0,293,-6.1,0.0,0.0,0.3,0,1,12,2,0,0,0,1,144
2017-12-06,2,-3.0,79,0.0,1862,-6.1,0.0,0.0,0.4,0,1,12,2,0,0,0,1,117
2017-12-06,3,-3.2,78,0.0,1808,-6.4,0.0,0.2,0.4,0,1,12,2,0,0,0,1,78
2017-12-06,4,-3.4,75,0.0,1982,-7.2,0.0,0.0,0.4,0,1,12,2,0,0,0,1,58
2017-12-06,5,-3.6,76,0.0,1934,-7.2,0.0,0.0,0.4,0,1,12,2,0,0,0,1,87
2017-12-06,6,-3.7,76,0.0,1864,-7.3,0.0,0.0,0.4,0,1,12,2,0,0,0,1,142
2017-12-06,7,-4.2,77,0.0,1741,-7.6,0.0,0.0,0.3,0,1,12,2,0,0,0,1,379
2017-12-06,8,-4.2,78,0.0,1518,-7.4,0.01,0.0,0.2,0,1,12,2,0,0,0,1,802
2017-12-06,9,-3.3,70,0.0,1324,-7.9,0.25,0.0,0.2,0,1,12,2,0,0,0,1,440
2017-12-06,10,-0.9,64,0.0,1224,-6.8,0.63,0.0,0.2,0,1,12,2,0,0,0,1,307
2017-12-06,11,1.6,57,1.2,1261,-6.0,0.93,0.0,0.0,0,1,12,2,0,0,0,1,381
2017-12-06,12,2.4,52,0.9,1224,-6.4,1.08,0.0,0.0,0,1,12,2,0,0,0,1,405
2017-12-06,13,4.2,47,1.1,1469,-6.1,1.1,0.0,0.0,0,1,12,2,0,0,0,1,442
2017-12-06,14,5.5,34,1.0,1966,-9.1,0.96,0.0,0.0,0,1,12,2,0,0,0,1,416
2017-12-06,15,5.5,31,3.1,1968,-10.3,0.72,0.0,0.0,0,1,12,2,0,0,0,1,412
2017-12-06,16,5.3,37,2.9,2000,-8.2,0.36,0.0,0.0,0,1,12,2,0,0,0,1,496
2017-12-06,17,4.1,60,2.5,1565,-2.9,0.1,0.0,0.0,0,1,12,2,0,0,0,1,239
2017-12-06,18,1.7,90,1.0,66,0.2,0.0,0.3,0.3,0,1,12,2,0,0,0,1,204
2017-12-06,19,1.2,92,0.7,180,0.0,0.0,0.0,1.0,0,1,12,2,0,0,0,1,205
2017-12-06,20,1.2,94,0.6,228,0.3,0.0,0.0,1.0,0,1,12,2,0,0,0,1,190
2017-12-06,21,1.1,92,0.5,235,0.0,0.0,0.7,1.0,0,1,12,2,0,0,0,1,165
2017-12-06,22,1.3,92,0.6,233,0.1,0.0,0.0,1.0,0,1,12,2,0,0,0,1,222
2017-12-06,23,1.3,92,0.6,209,0.1,0.0,0.0,1.0,0,1,12,2,0,0,0,1,193
2017-12-07,0,1.4,92,0.5,240,0.2,0.0,0.0,0.9,0,1,12,3,0,0,0,1,198
2017-12-07,1,1.5,92,0.4,227,0.3,0.0,0.0,0.9,0,1,12,3,0,0,0,1,218
2017-12-07,2,1.4,92,0.7,168,0.2,0.0,0.0,0.9,0,1,12,3,0,0,0,1,149
2017-12-07,3,1.9,91,1.4,218,0.5,0.0,0.0,0.9,0,1,12,3,0,0,0,1,102
2017-12-07,4,1.6,92,0.7,119,0.4,0.0,0.0,0.9,0,1,12,3,0,0,0,1,62
2017-12-07,5,1.5,92,1.1,175,0.3,0.0,0.0,0.9,0,1,12,3,0,0,0,1,83
2017-12-07,6,1.0,93,0.5,148,0.0,0.0,0.0,0.9,0,1,12,3,0,0,0,1,137
2017-12-07,7,0.3,93,0.5,173,-0.7,0.0,0.0,0.9,0,1,12,3,0,0,0,1,367
2017-12-07,8,-0.2,96,0.8,173,-0.7,0.01,0.0,0.8,0,1,12,3,0,0,0,1,754
2017-12-07,9,0.1,91,0.8,265,-1.1,0.14,0.0,0.8,0,1,12,3,0,0,0,1,415
2017-12-07,10,1.1,83,0.7,311,-1.4,0.41,0.0,0.7,0,1,12,3,0,0,0,1,321
2017-12-07,11,2.3,69,1.7,628,-2.8,0.63,0.0,0.6,0,1,12,3,0,0,0,1,333
2017-12-07,12,3.7,65,2.4,833,-2.2,0.98,0.0,0.3,0,1,12,3,0,0,0,1,431
2017-12-07,13,4.1,37,3.1,1767,-9.3,1.14,0.0,0.0,0,1,12,3,0,0,0,1,394
2017-12-07,14,4.4,36,2.7,1975,-9.4,1.04,0.0,0.0,0,1,12,3,0,0,0,1,390
2017-12-07,15,4.0,35,3.1,1962,-10.1,0.84,0.0,0.0,0,1,12,3,0,0,0,1,430
2017-12-07,16,3.2,38,2.9,1817,-9.7,0.51,0.0,0.0,0,1,12,3,0,0,0,1,471
2017-12-07,17,2.1,50,2.0,1434,-7.2,0.15,0.0,0.0,0,1,12,3,0,0,0,1,552
2017-12-07,18,0.7,46,2.7,1558,-9.6,0.0,0.0,0.0,0,1,12,3,0,0,0,1,795
2017-12-07,19,-0.4,47,2.5,1269,-10.3,0.0,0.0,0.0,0,1,12,3,0,0,0,1,507
2017-12-07,20,-1.4,47,2.5,1620,-11.2,0.0,0.0,0.0,0,1,12,3,0,0,0,1,390
2017-12-07,21,-2.2,46,2.2,1975,-12.2,0.0,0.0,0.0,0,1,12,3,0,0,0,1,402
2017-12-07,22,-2.7,48,2.6,1844,-12.2,0.0,0.0,0.0,0,1,12,3,0,0,0,1,389
2017-12-07,23,-3.2,50,2.1,1887,-12.1,0.0,0.0,0.0,0,1,12,3,0,0,0,1,259
2017-12-08,0,-3.5,49,2.6,1893,-12.6,0.0,0.0,0.0,0,1,12,4,0,0,0,1,233
2017-12-08,1,-3.7,50,2.5,1902,-12.6,0.0,0.0,0.0,0,1,12,4,0,0,0,1,230
2017-12-08,2,-4.3,53,1.0,1918,-12.4,0.0,0.0,0.0,0,1,12,4,0,0,0,1,131
2017-12-08,3,-4.8,52,1.6,1978,-13.1,0.0,0.0,0.0,0,1,12,4,0,0,0,1,99
2017-12-08,4,-5.3,53,2.4,1936,-13.4,0.0,0.0,0.0,0,1,12,4,0,0,0,1,71
2017-12-08,5,-5.8,56,2.0,1941,-13.1,0.0,0.0,0.0,0,1,12,4,0,0,0,1,84
2017-12-08,6,-6.0,56,3.5,1853,-13.3,0.0,0.0,0.0,0,1,12,4,0,0,0,1,158
2017-12-08,7,-6.5,57,0.8,1776,-13.6,0.0,0.0,0.0,0,1,12,4,0,0,0,1,387
2017-12-08,8,-7.0,59,0.8,1559,-13.6,0.01,0.0,0.0,0,1,12,4,0,0,0,1,780
2017-12-08,9,-6.7,50,0.9,1492,-15.4,0.23,0.0,0.0,0,1,12,4,0,0,0,1,395
2017-12-08,10,-5.3,44,2.8,1516,-15.6,0.63,0.0,0.0,0,1,12,4,0,0,0,1,261
2017-12-08,11,-3.7,39,1.4,1595,-15.6,0.93,0.0,0.0,0,1,12,4,0,0,0,1,310
2017-12-08,12,-2.0,30,1.4,1728,-17.3,1.14,0.0,0.0,0,1,12,4,0,0,0,1,355
2017-12-08,13,-1.7,28,1.8,1963,-17.8,1.22,0.0,0.0,0,1,12,4,0,0,0,1,354
2017-12-08,14,-1.3,27,3.1,1906,-17.9,1.12,0.0,0.0,0,1,12,4,0,0,0,1,350
2017-12-08,15,-0.8,26,3.3,1977,-17.9,0.87,0.0,0.0,0,1,12,4,0,0,0,1,362
2017-12-08,16,-1.1,24,3.4,2000,-19.1,0.56,0.0,0.0,0,1,12,4,0,0,0,1,401
2017-12-08,17,-2.4,30,2.7,2000,-17.6,0.18,0.0,0.0,0,1,12,4,0,0,0,1,500
2017-12-08,18,-3.1,33,1.2,2000,-17.1,0.0,0.0,0.0,0,1,12,4,0,0,0,1,752
2017-12-08,19,-3.3,35,1.1,2000,-16.6,0.0,0.0,0.0,0,1,12,4,0,0,0,1,477
2017-12-08,20,-3.3,34,1.5,2000,-16.9,0.0,0.0,0.0,0,1,12,4,0,0,0,1,384
2017-12-08,21,-3.3,35,0.5,2000,-16.6,0.0,0.0,0.0,0,1,12,4,0,0,0,1,336
2017-12-08,22,-3.4,39,1.2,2000,-15.4,0.0,0.0,0.0,0,1,12,4,0,0,0,1,347
2017-12-08,23,-3.5,43,0.9,2000,-14.3,0.0,0.0,0.0,0,1,12,4,0,0,0,1,275
2017-12-09,0,-3.5,48,0.9,1967,-12.9,0.0,0.0,0.0,0,1,12,5,0,0,0,1,267
2017-12-09,1,-4.1,49,0.6,2000,-13.2,0.0,0.0,0.0,0,1,12,5,0,0,0,1,296
2017-12-09,2,-4.7,50,0.7,1983,-13.5,0.0,0.0,0.0,0,1,12,5,0,0,0,1,237
2017-12-09,3,-4.3,47,0.6,1992,-13.9,0.0,0.0,0.0,0,1,12,5,0,0,0,1,169
2017-12-09,4,-4.3,49,0.7,2000,-13.4,0.0,0.0,0.0,0,1,12,5,0,0,0,1,96
2017-12-09,5,-4.7,49,0.8,1999,-13.8,0.0,0.0,0.0,0,1,12,5,0,0,0,1,56
2017-12-09,6,-5.1,53,0.9,1975,-13.2,0.0,0.0,0.0,0,1,12,5,0,0,0,1,76
2017-12-09,7,-5.5,56,0.8,1950,-12.9,0.0,0.0,0.0,0,1,12,5,0,0,0,1,127
2017-12-09,8,-5.4,56,0.7,1940,-12.8,0.01,0.0,0.0,0,1,12,5,0,0,0,1,222
2017-12-09,9,-4.7,48,1.0,1784,-14.0,0.23,0.0,0.0,0,1,12,5,0,0,0,1,291
2017-12-09,10,-2.2,42,1.3,1646,-13.4,0.61,0.0,0.0,0,1,12,5,0,0,0,1,273
2017-12-09,11,0.0,45,1.1,1500,-10.5,0.89,0.0,0.0,0,1,12,5,0,0,0,1,351
2017-12-09,12,2.4,40,0.8,1809,-9.8,1.05,0.0,0.0,0,1,12,5,0,0,0,1,427
2017-12-09,13,3.9,36,2.0,1702,-9.8,1.13,0.0,0.0,0,1,12,5,0,0,0,1,431
2017-12-09,14,4.7,32,2.2,1948,-10.6,1.06,0.0,0.0,0,1,12,5,0,0,0,1,486
2017-12-09,15,5.2,30,2.0,1963,-11.0,0.84,0.0,0.0,0,1,12,5,0,0,0,1,569
2017-12-09,16,4.4,33,1.6,1963,-10.5,0.4,0.0,0.0,0,1,12,5,0,0,0,1,546
2017-12-09,17,3.5,37,1.8,1963,-9.8,0.1,0.0,0.0,0,1,12,5,0,0,0,1,481
2017-12-09,18,2.5,41,1.0,1974,-9.4,0.0,0.0,0.0,0,1,12,5,0,0,0,1,384
2017-12-09,19,1.5,48,0.4,1878,-8.3,0.0,0.0,0.0,0,1,12,5,0,0,0,1,275
2017-12-09,20,0.8,51,1.4,1848,-8.2,0.0,0.0,0.0,0,1,12,5,0,0,0,1,298
2017-12-09,21,-0.1,55,0.7,1654,-8.0,0.0,0.0,0.0,0,1,12,5,0,0,0,1,321
2017-12-09,22,-0.5,55,0.6,1655,-8.4,0.0,0.0,0.0,0,1,12,5,0,0,0,1,289
2017-12-09,23,-0.1,54,1.3,1570,-8.3,0.0,0.0,0.0,0,1,12,5,0,0,0,1,265
2017-12-10,0,-0.2,55,1.0,1629,-8.1,0.0,0.0,0.0,0,1,12,6,0,0,0,1,326
2017-12-10,1,-0.2,54,0.5,1747,-8.4,0.0,0.0,0.0,0,1,12,6,0,0,0,1,280
2017-12-10,2,0.2,52,0.7,1726,-8.5,0.0,0.0,0.0,0,1,12,6,0,0,0,1,243
2017-12-10,3,0.3,53,0.5,1748,-8.1,0.0,0.0,0.0,0,1,12,6,0,0,0,1,169
2017-12-10,4,0.4,52,1.6,1816,-8.3,0.0,0.0,0.0,0,1,12,6,0,0,0,1,71
2017-12-10,5,0.3,74,1.0,178,-3.7,0.0,0.0,0.7,0,1,12,6,0,0,0,1,13
2017-12-10,6,-0.5,90,0.9,91,-1.9,0.0,2.5,2.7,0,1,12,6,0,0,0,1,9
2017-12-10,7,-0.4,92,1.1,121,-1.5,0.0,0.0,4.0,0,1,12,6,0,0,0,1,20
2017-12-10,8,-0.2,90,1.2,378,-1.6,0.0,0.0,4.1,0,1,12,6,0,0,0,1,35
2017-12-10,9,0.2,90,1.0,305,-1.2,0.0,1.6,4.3,0,1,12,6,0,0,0,1,31
2017-12-10,10,0.5,91,0.4,143,-0.8,0.0,0.0,4.3,0,1,12,6,0,0,0,1,19
2017-12-10,11,0.9,92,0.9,137,-0.2,0.03,0.0,3.9,0,1,12,6,0,0,0,1,58
2017-12-10,12,2.3,88,0.3,245,0.5,0.28,0.0,3.1,0,1,12,6,0,0,0,1,119
2017-12-10,13,3.3,87,1.1,230,1.3,0.54,0.0,2.1,0,1,12,6,0,0,0,1,182
2017-12-10,14,4.2,85,0.7,325,1.8,0.65,0.0,1.4,0,1,12,6,0,0,0,1,235
2017-12-10,15,6.7,63,4.5,715,0.1,0.35,0.0,1.0,0,1,12,6,0,0,0,1,180
2017-12-10,16,5.4,71,3.5,622,0.5,0.2,0.0,0.5,0,1,12,6,0,0,0,1,214
2017-12-10,17,3.6,65,4.3,1061,-2.3,0.03,0.0,0.4,0,1,12,6,0,0,0,1,226
2017-12-10,18,2.0,61,3.0,2000,-4.7,0.0,0.0,0.0,0,1,12,6,0,0,0,1,210
2017-12-10,19,1.6,53,4.0,2000,-6.9,0.0,0.0,0.0,0,1,12,6,0,0,0,1,181
2017-12-10,20,0.6,57,3.9,1954,-6.9,0.0,0.0,0.0,0,1,12,6,0,0,0,1,165
2017-12-10,21,0.0,59,3.0,1862,-7.0,0.0,0.0,0.0,0,1,12,6,0,0,0,1,167
2017-12-10,22,-1.0,56,4.7,2000,-8.6,0.0,0.0,0.0,0,1,12,6,0,0,0,1,152
2017-12-10,23,-1.4,43,4.3,2000,-12.3,0.0,0.0,0.0,0,1,12,6,0,0,0,1,148
2017-12-11,0,-2.5,39,3.4,2000,-14.5,0.0,0.0,0.0,0,1,12,0,0,0,0,1,125
